"FDT_STA_ID","Huc6_Vahu6","FDT_SPG_CODE","nObservations","yearsSampled","nYearsSampled","n_Samples_2011","n_Samples_2012","n_Samples_2013","n_Samples_2014","n_Samples_2015","n_Samples_2016","n_Samples_2017","n_Samples_2018","n_Samples_2015_2018","n_Samples_IR2018","n_Samples_IR2020","n_Samples_IR2022","STA_LV3_CODE","STA_LV1_CODE","STA_REC_CODE","Deq_Region","STA_DESC","FDT_SSC_CODE","STA_LV2_CODE","Latitude","Longitude","Majorbasincode","Majorbasinname","Basin","Subbasin","Huc6_Huc_8","Huc6_Huc_8_Name","Huc6_Name","Huc6_Huc_12","Huc6_Huc_12_Name","Huc6_Vahu5","STA_CBP_NAME"
"2-CLR001.23","JA30","TM, IM",29,"2011, 2012, 2013, 2014, 2015",5,"6 : TM","6 : TM","5 : IM | 1 : TM","6 : IM","5 : IM",NA,NA,NA,"IM: 5 | Total: 5","TM: 13 | IM: 16 | Total: 29","IM: 16 | TM: 1 | Total: 17","IM: 5 | Total: 5","TMDL","STREAM","PRO","Blue Ridge","Cellar Cr off Paulett Lane","07114","AMBNT",37.23083333,-77.95,"02","Mid Atlantic","James River Basin","APPOMATTOX","02080207","Appomattox","Cellar Creek","020802070702","Cellar Creek","JA-G",NA
"2-CLR007.04","JA30","TM, IM",30,"2011, 2012, 2013, 2014, 2015",5,"6 : TM","6 : TM","5 : IM | 1 : TM","6 : IM","6 : IM",NA,NA,NA,"IM: 6 | Total: 6","TM: 13 | IM: 17 | Total: 30","IM: 17 | TM: 1 | Total: 18","IM: 6 | Total: 6","TMDL","STREAM","PRO","Blue Ridge","Cellar Creek at Rt. 607","07114","AMBNT",37.1675,-77.99055556,"02","Mid Atlantic","James River Basin","APPOMATTOX","02080207","Appomattox","Cellar Creek","020802070702","Cellar Creek","JA-G",NA
"2-CNE000.96","JA04","RB, TM, IM, FP",28,"2012, 2013, 2014, 2015, 2016",5,NA,"2 : RB","2 : RB","2 : RB","2 : RB | 6 : TM","2 : FP | 12 : IM",NA,NA,"RB: 2 | TM: 6 | FP: 2 | IM: 12 | Total: 22","RB: 8 | TM: 6 | FP: 2 | IM: 12 | Total: 28","RB: 6 | TM: 6 | FP: 2 | IM: 12 | Total: 26","RB: 2 | TM: 6 | FP: 2 | IM: 12 | Total: 22","SSTUDY","STREAM","SCRO","Blue Ridge","Crane Creek @ rt 600","000002","AMBNT",37.32027778,-78.6475,"02","Mid Atlantic","James River Basin","APPOMATTOX","02080207","Appomattox","Vaughans Creek","020802070204","Vaughans Creek","JA-B",NA
"2-CRG001.20","JU50","TR, SS",37,"2013, 2014, 2015, 2016, 2017, 2018",6,NA,NA,"6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","2 : SS | 5 : TR","TR: 23 | SS: 2 | Total: 25","TR: 24 | Total: 24","TR: 35 | SS: 2 | Total: 37","TR: 23 | SS: 2 | Total: 25","AWTSHD","STREAM","WCRO","Blue Ridge","ROUTE 818, NEAR BESSEMER - BOTETOURT COU","000002","AMBNT",37.64888889,-79.83138889,"02","Mid Atlantic","James River Basin","UPPER JAMES","02080201","Upper James","Roaring Run-Craig Creek","020802011205","Craig Creek-Roaring Run","JU-L",NA
"2-CRG014.92","JU48","FP",2,"2015",1,NA,NA,NA,NA,"2 : FP",NA,NA,NA,"FP: 2 | Total: 2","FP: 2 | Total: 2","FP: 2 | Total: 2","FP: 2 | Total: 2","APROB","STREAM","WCRO","Blue Ridge","Off Rt. 615 near RR trestle",NA,"AMBNT",37.6438,-79.9216,"02","Mid Atlantic","James River Basin","UPPER JAMES","02080201","Upper James","Mill Creek-Craig Creek","020802011203","Craig Creek-Mill Creek","JU-L","VARS11-194"
"2-CRG015.50","JU48","FP",5,"2014",1,NA,NA,NA,"5 : FP",NA,NA,NA,NA,NA,"FP: 5 | Total: 5","FP: 5 | Total: 5",NA,"APROB","STREAM","WCRO","Blue Ridge","Off Rt. 615, upstr of Hipes","000002","AMBNT",37.6487,-79.92969444,"02","Mid Atlantic","James River Basin","UPPER JAMES","02080201","Upper James","Mill Creek-Craig Creek","020802011203","Craig Creek-Mill Creek","JU-L","VARS11-275"
"2-CRG016.90","JU48","PA",25,"2014, 2015",2,NA,NA,NA,"14 : PA","11 : PA",NA,NA,NA,"PA: 11 | Total: 11","PA: 25 | Total: 25","PA: 25 | Total: 25","PA: 11 | Total: 11","AWTSHD","STREAM","WCRO","Blue Ridge","Rt. 817 Pull off from Rt. 615","000002","AMBNT",37.64663889,-79.94880556,"02","Mid Atlantic","James River Basin","UPPER JAMES","02080201","Upper James","Mill Creek-Craig Creek","020802011203","Craig Creek-Mill Creek","JU-L",NA
"2-CRG026.85","JU48","PA",12,"2016",1,NA,NA,NA,NA,NA,"12 : PA",NA,NA,"PA: 12 | Total: 12","PA: 12 | Total: 12","PA: 12 | Total: 12","PA: 12 | Total: 12","APROB","STREAM","WCRO","Blue Ridge","Oriskany canoe launch","000002","AMBNT",37.61763889,-79.9895,"02","Mid Atlantic","James River Basin","UPPER JAMES","02080201","Upper James","Mill Creek-Craig Creek","020802011203","Craig Creek-Mill Creek","JU-L",NA
"2-CRG028.87","JU48","FP",3,"2016",1,NA,NA,NA,NA,NA,"3 : FP",NA,NA,"FP: 3 | Total: 3","FP: 3 | Total: 3","FP: 3 | Total: 3","FP: 3 | Total: 3","APROB","STREAM","WCRO","Blue Ridge","Upstr. of Slippery Ford",NA,"AMBNT",37.59467222,-79.99886667,"02","Mid Atlantic","James River Basin","UPPER JAMES","02080201","Upper James","Mill Creek-Craig Creek","020802011203","Craig Creek-Mill Creek","JU-L","VA-1304"
"2-CRG042.34","JU48","AW",12,"2011, 2012",2,"6 : AW","6 : AW",NA,NA,NA,NA,NA,NA,NA,"AW: 12 | Total: 12",NA,NA,"AWTSHD","STREAM","WCRO","Blue Ridge","RT. 614 BRIDGE","000002","AMBNT",37.53583333,-80.03444445,"02","Mid Atlantic","James River Basin","UPPER JAMES","02080201","Upper James","Mill Creek-Craig Creek","020802011203","Craig Creek-Mill Creek","JU-L",NA
"2-CRG047.95","JU46","FP, AW",13,"2011, 2018",2,"4 : FP",NA,NA,NA,NA,NA,NA,"9 : AW","AW: 9 | Total: 9","FP: 4 | Total: 4","AW: 9 | Total: 9","AW: 9 | Total: 9","APROB","STREAM","WCRO","Blue Ridge","Off Rt. 616 dnstr of New Castle","000002","AMBNT",37.5112,-80.0876,"02","Mid Atlantic","James River Basin","UPPER JAMES","02080201","Upper James","Rolands Run Branch-Craig Creek","020802011201","Craig Creek-Rolands Run Branch","JU-L","VARS11-232"
"2-CRG048.53","JU43","TM",12,"2015, 2016",2,NA,NA,NA,NA,"6 : TM","6 : TM",NA,NA,"TM: 12 | Total: 12","TM: 12 | Total: 12","TM: 12 | Total: 12","TM: 12 | Total: 12","AWTSHD","STREAM","WCRO","Blue Ridge","Rt 616 - BELOW NEW CASTLE STP - CRAIG CO","000002","AMBNT",37.50191667,-80.10447222,"02","Mid Atlantic","James River Basin","UPPER JAMES","02080201","Upper James","Broad Run-Craig Creek","020802011003","Craig Creek-Broad Run","JU-J",NA
"2-CRG053.15","JU43","AW",12,"2017",1,NA,NA,NA,NA,NA,NA,"12 : AW",NA,"AW: 12 | Total: 12",NA,"AW: 12 | Total: 12","AW: 12 | Total: 12","AWTSHD","STREAM","WCRO","Blue Ridge","Rt 311 Bridge nearest New Castle","000002","AMBNT",37.46555556,-80.10694445,"02","Mid Atlantic","James River Basin","UPPER JAMES","02080201","Upper James","Broad Run-Craig Creek","020802011003","Craig Creek-Broad Run","JU-J",NA
"2-CRG062.29","JU43","AW, TM",23,"2011, 2012, 2015, 2016",4,"6 : AW","6 : AW",NA,NA,"5 : TM","6 : TM",NA,NA,"TM: 11 | Total: 11","AW: 12 | TM: 11 | Total: 23","TM: 11 | Total: 11","TM: 11 | Total: 11","AWTSHD","STREAM","WCRO","Blue Ridge","RT. 621 BRIDGE","000002","AMBNT",37.40777778,-80.1775,"02","Mid Atlantic","James River Basin","UPPER JAMES","02080201","Upper James","Broad Run-Craig Creek","020802011003","Craig Creek-Broad Run","JU-J",NA
"2-CRG074.47","JU41","TM",12,"2015, 2016",2,NA,NA,NA,NA,"6 : TM","6 : TM",NA,NA,"TM: 12 | Total: 12","TM: 12 | Total: 12","TM: 12 | Total: 12","TM: 12 | Total: 12","AWTSHD","STREAM","WCRO","Blue Ridge","USFS Recreation area along Rt 621","000002","AMBNT",37.33440278,-80.33118611,"02","Mid Atlantic","James River Basin","UPPER JAMES","02080201","Upper James","Trout Creek-Craig Creek","020802011001","Craig Creek-Trout Creek","JU-J",NA
"2-CSR003.94","JU19","RB",2,"2014",1,NA,NA,NA,"2 : RB",NA,NA,NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2",NA,"APROB","STREAM","WCRO","Blue Ridge","Rt. 600 Crossing","000002","AMBNT",37.72799167,-80.10519722,"02","Mid Atlantic","James River Basin","UPPER JAMES","02080201","Upper James","Cast Steel Run-Potts Creek","020802010404","Potts Creek-Cast Steel Run","JU-D","VAEQ99-596"
"2-CVA002.15","JU47","RB",2,"2015",1,NA,NA,NA,NA,"2 : RB",NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2","RB: 2 | Total: 2","RB: 2 | Total: 2","SSTUDY","STREAM","WCRO","Blue Ridge","West of Nimrod Rd at trail crossing","000002","AMBNT",37.580008,-80.131643,"02","Mid Atlantic","James River Basin","UPPER JAMES","02080201","Upper James","Barbours Creek","020802011202","Barbours Creek","JU-L",NA
"2-CWP002.58","JU36","TR, RB",43,"2011, 2012, 2014, 2015, 2016, 2017, 2018",7,"2 : RB | 6 : TR","6 : TR",NA,"6 : TR","6 : TR","6 : TR","6 : TR","5 : TR","TR: 23 | Total: 23","RB: 2 | TR: 30 | Total: 32","TR: 29 | Total: 29","TR: 23 | Total: 23","ATRND","STREAM","WCRO","Blue Ridge","RT. 633 BRIDGE, E OF IRON GATE","000002","AMBNT",37.79194444,-79.75944444,"02","Mid Atlantic","James River Basin","UPPER JAMES","02080201","Upper James","Simpson Creek-Cowpasture River","020802010803","Cowpasture River-Simpson Creek","JU-H","02016000"
"2-DCK003.58","JU44","PA",23,"2013, 2015",2,NA,NA,"12 : PA",NA,"11 : PA",NA,NA,NA,"PA: 11 | Total: 11","PA: 23 | Total: 23","PA: 23 | Total: 23","PA: 11 | Total: 11","APROB","STREAM","WCRO","Blue Ridge","Rt. 658 Bridge","000002","AMBNT",37.46008333,-80.35255556,"02","Mid Atlantic","James River Basin","UPPER JAMES","02080201","Upper James","Upper Johns Creek","020802011101","Upper Johns Creek","JU-K",NA
"2-DCK003.94","JU44","FP, PA",24,"2011, 2013, 2015, 2017",4,"4 : FP",NA,"3 : FP",NA,"3 : FP",NA,"2 : FP | 12 : PA",NA,"FP: 5 | PA: 12 | Total: 17","FP: 10 | Total: 10","FP: 8 | PA: 12 | Total: 20","FP: 5 | PA: 12 | Total: 17","APROB","STREAM","WCRO","Blue Ridge","Off Rt. 658 north of Blue Healing Spring","000002","AMBNT",37.46334445,-80.34827222,"02","Mid Atlantic","James River Basin","UPPER JAMES","02080201","Upper James","Upper Johns Creek","020802011101","Upper Johns Creek","JU-K","VAEQ99-481"
"2-DKR001.68","JA05","RB",2,"2015",1,NA,NA,NA,NA,"2 : RB",NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2","RB: 2 | Total: 2","RB: 2 | Total: 2","AWTSHD","STREAM","SCRO","Blue Ridge","Ducker Creek @ rt 725","000002","AMBNT",37.36444445,-78.53722222,"02","Mid Atlantic","James River Basin","APPOMATTOX","02080207","Appomattox","Ducker Creek-Appomattox River","020802070205","Appomattox River-Ducker Creek","JA-B",NA
"2-DNP001.98","JU15","TR, TM",47,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",8,"6 : TR","6 : TR","6 : TR","6 : TM","6 : TR","6 : TR","6 : TR","5 : TR","TR: 23 | Total: 23","TR: 30 | TM: 6 | Total: 36","TR: 29 | TM: 6 | Total: 35","TR: 23 | Total: 23","ATRND","STREAM","WCRO","Blue Ridge","BRIDGE ABOVE BOYS HOME - ALLEGHANY COUNT","000002","AMBNT",37.80333333,-80.02166667,"02","Mid Atlantic","James River Basin","UPPER JAMES","02080201","Upper James","Jerrys Run-Dunlap Creek","020802010304","Dunlap Creek-Jerrys Run","JU-C",NA
"2-DNP018.47","JU13","AW",12,"2011, 2012",2,"6 : AW","6 : AW",NA,NA,NA,NA,NA,NA,NA,"AW: 12 | Total: 12",NA,NA,"AWTSHD","STREAM","WCRO","Blue Ridge","Rt. 159 Bridge north of Crows","000002","AMBNT",37.73455278,-80.19107778,"02","Mid Atlantic","James River Basin","UPPER JAMES","02080201","Upper James","Cove Run-Dunlap Creek","020802010302","Dunlap Creek-Cove Run","JU-C",NA
"2-DPC017.07","JA29","AW",12,"2011, 2012",2,"6 : AW","6 : AW",NA,NA,NA,NA,NA,NA,NA,"AW: 12 | Total: 12",NA,NA,"AWTSHD","STREAM","PRO","Blue Ridge","DEEP CREEK, RT. 614 BRIDGE","000002","AMBNT",37.20916667,-77.98666667,"02","Mid Atlantic","James River Basin","APPOMATTOX","02080207","Appomattox","Little Creek-Deep Creek","020802070701","Deep Creek-Little Creek","JA-G",NA
"2-DPC019.03","JA29","TM, PA, IM, QA",55,"2011, 2012, 2013, 2014, 2015, 2016",6,"6 : TM","6 : TM","3 : IM | 12 : PA | 2 : QA | 1 : TM","4 : IM | 3 : QA","1 : IM | 5 : QA","12 : TM",NA,NA,"IM: 1 | QA: 5 | TM: 12 | Total: 18","TM: 25 | IM: 8 | PA: 12 | QA: 10 | Total: 55","IM: 8 | PA: 12 | QA: 10 | TM: 13 | Total: 43","IM: 1 | QA: 5 | TM: 12 | Total: 18","AWTSHD","STREAM","PRO","Blue Ridge","DEEP CREEK, RT. 611 BRIDGE","07114","AMBNT",37.19416667,-78.00916667,"02","Mid Atlantic","James River Basin","APPOMATTOX","02080207","Appomattox","Little Creek-Deep Creek","020802070701","Deep Creek-Little Creek","JA-G",NA
"2-DVD000.23","JM19","AW",12,"2016",1,NA,NA,NA,NA,NA,"12 : AW",NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AWTSHD","STREAM","SCRO","Blue Ridge","DAVIDS CR., RT 605","000002","AMBNT",37.54944445,-78.82083333,"02","Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO","02080203","Middle James Buffalo","David Creek","020802030801","David Creek","JM-H",NA
"2-ELS000.08","JU55","TM, IM",18,"2013, 2014, 2015",3,NA,NA,"6 : TM","6 : TM","6 : IM",NA,NA,NA,"IM: 6 | Total: 6","TM: 12 | IM: 6 | Total: 18","TM: 12 | IM: 6 | Total: 18","IM: 6 | Total: 6","AWTSHD","STREAM","WCRO","Blue Ridge","Rt. 643 Bridge Botetourt County","000002","AMBNT",37.49138611,-79.73630556,"02","Mid Atlantic","James River Basin","UPPER JAMES","02080201","Upper James","Mill Creek-Looney Creek","020802011403","Looney Creek-Mill Creek","JU-N",NA
"2-FAS000.20","JU10","RB",3,"2014, 2015",2,NA,NA,NA,"2 : RB","1 : RB",NA,NA,NA,"RB: 1 | Total: 1","RB: 3 | Total: 3","RB: 3 | Total: 3","RB: 1 | Total: 1","AWTSHD","STREAM","WCRO","Blue Ridge","ROUTE 687 BRIDGE - ALLEGHANY COUNTY","000002","AMBNT",37.88777778,-79.97916667,"02","Mid Atlantic","James River Basin","UPPER JAMES","02080201","Upper James","Falling Spring Creek-Jackson River","020802010502","Jackson River-Falling Spring Creek","JU-E",NA
"2-FAS001.08","JU10","RB, TM",11,"2013, 2014, 2015, 2016, 2018",5,NA,NA,"2 : RB","2 : RB","1 : RB","1 : RB",NA,"5 : TM","RB: 2 | TM: 5 | Total: 7","RB: 6 | Total: 6","RB: 6 | TM: 5 | Total: 11","RB: 2 | TM: 5 | Total: 7","AWTSHD","STREAM","WCRO","Blue Ridge","Rt. 640 Bridge Alleghany Co.","000002","AMBNT",37.88400833,-79.96574722,"02","Mid Atlantic","James River Basin","UPPER JAMES","02080201","Upper James","Falling Spring Creek-Jackson River","020802010502","Jackson River-Falling Spring Creek","JU-E",NA
"2-FAS002.67","JU10","RB",11,"2013, 2014, 2015, 2016",4,NA,NA,"2 : RB","2 : RB","6 : RB","1 : RB",NA,NA,"RB: 7 | Total: 7","RB: 11 | Total: 11","RB: 11 | Total: 11","RB: 7 | Total: 7","BIOMON","STREAM","WCRO","Blue Ridge","Downstream of Hydro Diversion","000002","AMBNT",37.86878333,-79.94982778,"02","Mid Atlantic","James River Basin","UPPER JAMES","02080201","Upper James","Falling Spring Creek-Jackson River","020802010502","Jackson River-Falling Spring Creek","JU-E",NA
"2-FAS002.75","JU10","RB",11,"2013, 2014, 2015, 2016",4,NA,NA,"2 : RB","2 : RB","6 : RB","1 : RB",NA,NA,"RB: 7 | Total: 7","RB: 11 | Total: 11","RB: 11 | Total: 11","RB: 7 | Total: 7","BIOMON","STREAM","WCRO","Blue Ridge","Upstream of Hydro Diversion","000002","AMBNT",37.86841667,-79.94878333,"02","Mid Atlantic","James River Basin","UPPER JAMES","02080201","Upper James","Falling Spring Creek-Jackson River","020802010502","Jackson River-Falling Spring Creek","JU-E",NA
"2-FLA028.98","JA24","TM, QA, IM",43,"2011, 2012, 2013, 2014, 2015, 2016",6,"6 : TM","3 : QA | 3 : TM","1 : IM | 5 : QA","7 : IM","6 : IM","12 : TM",NA,NA,"IM: 6 | TM: 12 | Total: 18","TM: 21 | QA: 8 | IM: 14 | Total: 43","IM: 14 | QA: 5 | TM: 12 | Total: 31","IM: 6 | TM: 12 | Total: 18","AWTSHD","STREAM","PRO","Blue Ridge","Flat Creek at Rt. 629, Bob White Rd","07114","AMBNT",37.25136111,-78.18636111,"02","Mid Atlantic","James River Basin","APPOMATTOX","02080207","Appomattox","Little Creek-Flat Creek","020802070501","Flat Creek-Little Creek","JA-E",NA
"2-FRY000.35","JM51","RB",4,"2013, 2016",2,NA,NA,"2 : RB",NA,NA,"2 : RB",NA,NA,"RB: 2 | Total: 2","RB: 4 | Total: 4","RB: 4 | Total: 4","RB: 2 | Total: 2","SSTUDY","STREAM","SCRO","Blue Ridge","Frisby Branch @ Rt.24 Streamside Sample","000002","AMBNT",37.52027778,-78.61777778,"02","Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO","02080203","Middle James Buffalo","Grease Creek-Slate River","020802031301","Slate River-Grease Creek","JM-M",NA
"2-FSG000.85","JM11","TM",2,"2018",1,NA,NA,NA,NA,NA,NA,NA,"2 : TM","TM: 2 | Total: 2",NA,"TM: 2 | Total: 2","TM: 2 | Total: 2","SSTUDY","STREAM","SCRO","Blue Ridge","Fishing Cr @ Winchester Rd","170520","AMBNT",37.39777778,-79.12861111,"02","Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO","02080203","Middle James Buffalo","Opossum Creek-James River","020802030305","James River-Opossum Creek","JM-C",NA
"2-FSG003.36","JM11","TM",1,"2018",1,NA,NA,NA,NA,NA,NA,NA,"1 : TM","TM: 1 | Total: 1",NA,"TM: 1 | Total: 1","TM: 1 | Total: 1","TMDL","STREAM","WCRO","Blue Ridge","Fishing Ck DS of Carroll-Trailer Pk lot","170520","AMBNT",37.3891,-79.1596,"02","Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO","02080203","Middle James Buffalo","Opossum Creek-James River","020802030305","James River-Opossum Creek","JM-C",NA
"2-FSP000.53","JA03","TR, RB, PA",54,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",8,"2 : RB | 6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","6 : PA | 6 : TR","6 : TR","4 : TR","TR: 22 | PA: 6 | Total: 28","RB: 2 | TR: 36 | PA: 6 | Total: 44","TR: 34 | PA: 6 | Total: 40","TR: 22 | PA: 6 | Total: 28","ATRND","STREAM","SCRO","Blue Ridge","FISHPOND CR., RT 617","000002","AMBNT",37.36888889,-78.64555556,"02","Mid Atlantic","James River Basin","APPOMATTOX","02080207","Appomattox","Fishpond Creek-Appomattox River","020802070203","Appomattox River-Fishpond Creek","JA-B",NA
"2-GRD001.62","JM51","AW",12,"2011, 2012",2,"6 : AW","6 : AW",NA,NA,NA,NA,NA,NA,NA,"AW: 12 | Total: 12",NA,NA,"AWTSHD","STREAM","SCRO","Blue Ridge","Grease Creek @ Rt 24","000002","AMBNT",37.51188889,-78.61811111,"02","Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO","02080203","Middle James Buffalo","Grease Creek-Slate River","020802031301","Slate River-Grease Creek","JM-M",NA
"2-GRF000.98","JA16","AW",12,"2011, 2012",2,"6 : AW","6 : AW",NA,NA,NA,NA,NA,NA,NA,"AW: 12 | Total: 12",NA,NA,"AWTSHD","STREAM","SCRO","Blue Ridge","Green Cr @ rt 600, Cumb Co","000002","AMBNT",37.33111111,-78.315,"02","Mid Atlantic","James River Basin","APPOMATTOX","02080207","Appomattox","Angola Creek-Appomattox River","020802070402","Appomattox River-Angola Creek","JA-D",NA
"2-HAM000.37","JU52","FP, PA, RB, AW, QA",47,"2012, 2014, 2016, 2018",4,NA,"4 : FP",NA,"3 : FP | 12 : PA",NA,"3 : FP | 12 : PA | 1 : RB",NA,"9 : AW | 2 : FP | 1 : QA","FP: 5 | PA: 12 | RB: 1 | AW: 9 | QA: 1 | Total: 28","FP: 10 | PA: 24 | RB: 1 | Total: 35","FP: 8 | PA: 24 | RB: 1 | AW: 9 | QA: 1 | Total: 43","FP: 5 | PA: 12 | RB: 1 | AW: 9 | QA: 1 | Total: 28","APROB","STREAM","WCRO","Blue Ridge","Along Rhodes Ln. (Rt. 663)","000002","AMBNT",37.4128,-80.021,"02","Mid Atlantic","James River Basin","UPPER JAMES","02080201","Upper James","Little Catawba Creek-Catawba Creek","020802011301","Catawba Creek-Little Catawba Creek","JU-M","VARS11-015"
"2-HAZ007.16","JM08","RB",4,"2011, 2014",2,"2 : RB",NA,NA,"2 : RB",NA,NA,NA,NA,NA,"RB: 4 | Total: 4","RB: 2 | Total: 2",NA,"SSTUDY","STREAM","SCRO","Blue Ridge","RT. 130 BRIDGE ABOCE MADISON HEIGHTS WAT","000002","AMBNT",37.485,-79.16583333,"02","Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO","02080203","Middle James Buffalo","Harris Creek","020802030302","Harris Creek","JM-C",NA
"2-HAZ010.92","JM08","AW",12,"2011, 2012",2,"6 : AW","6 : AW",NA,NA,NA,NA,NA,NA,NA,"AW: 12 | Total: 12",NA,NA,"AWTSHD","STREAM","SCRO","Blue Ridge","Harris Cr @ rt 657","000002","AMBNT",37.50083333,-79.13583333,"02","Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO","02080203","Middle James Buffalo","Harris Creek","020802030302","Harris Creek","JM-C",NA
"2-HCH004.81","JM67","AW",12,"2013",1,NA,NA,"12 : AW",NA,NA,NA,NA,NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12",NA,"AWTSHD","STREAM","SCRO","Blue Ridge","Hatcher Creek at Rt. 667 Bridge","000002","AMBNT",37.54888889,-78.34583333,"02","Mid Atlantic","James River Basin","MIDDLE JAMES-WILLIS","02080205","Middle James Willis","Hatcher Creek","020802050205","Hatcher Creek","JM-Q",NA
"2-HOL001.05","JA03","RL, QA",112,"2013, 2014",2,NA,NA,"1 : QA | 57 : RL","54 : RL",NA,NA,NA,NA,NA,"QA: 1 | RL: 111 | Total: 112","QA: 1 | RL: 111 | Total: 112",NA,"AWTSHD","RESERV","SCRO","Blue Ridge","HOLIDAY LAKE STA #1 NEAR DAM APPOMATTOX","000002","AMBNT",37.39158056,-78.63600278,"02","Mid Atlantic","James River Basin","APPOMATTOX","02080207","Appomattox","Fishpond Creek-Appomattox River","020802070203","Appomattox River-Fishpond Creek","JA-B",NA
"2-HOL003.15","JA03","TR, RB",38,"2011, 2012, 2013, 2014, 2015, 2016",6,"2 : RB | 6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","6 : TR",NA,NA,"TR: 12 | Total: 12","RB: 2 | TR: 36 | Total: 38","TR: 24 | Total: 24","TR: 12 | Total: 12","ATRND","STREAM",NA,"Blue Ridge","RT. 614 BRIDGE","000002","AMBNT",37.41611111,-78.63613889,"02","Mid Atlantic","James River Basin","APPOMATTOX","02080207","Appomattox","Fishpond Creek-Appomattox River","020802070203","Appomattox River-Fishpond Creek","JA-B",NA
"2-HRE000.44","JA05","RB",2,"2013",1,NA,NA,"2 : RB",NA,NA,NA,NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2",NA,"AWTSHD","STREAM","SCRO","Blue Ridge","Horsepen Cr @ rt683 west of rt15","000002","AMBNT",37.34416667,-78.49083333,"02","Mid Atlantic","James River Basin","APPOMATTOX","02080207","Appomattox","Ducker Creek-Appomattox River","020802070205","Appomattox River-Ducker Creek","JA-B",NA
"2-HRP000.42","JA18","RB",2,"2012",1,NA,"2 : RB",NA,NA,NA,NA,NA,NA,NA,"RB: 2 | Total: 2",NA,NA,"SSTUDY","STREAM","SCRO","Blue Ridge","HORSEPEN CR. AT RT. 660","000002","AMBNT",37.41722222,-78.28027778,"02","Mid Atlantic","James River Basin","APPOMATTOX","02080207","Appomattox","Big Guinea Creek","020802070404","Big Guinea Creek","JA-D",NA
"2-HUO005.87","JM01","RB",11,"2013, 2014, 2015, 2016, 2017, 2018",6,NA,NA,"2 : RB","2 : RB","2 : RB","2 : RB","2 : RB","1 : RB","RB: 7 | Total: 7","RB: 8 | Total: 8","RB: 11 | Total: 11","RB: 7 | Total: 7","BIOMON","STREAM","WCRO","Blue Ridge","Off Rt. 602","000002","AMBNT",37.5392,-79.44821111,"02","Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO","02080203","Middle James Buffalo","Otter Creek-James River","020802030101","James River-Otter Creek","JM-A",NA
"2-HUS002.24","JM57","AW, RB",16,"2011, 2012, 2013, 2016",4,"6 : AW","6 : AW","2 : RB",NA,NA,"2 : RB",NA,NA,"RB: 2 | Total: 2","AW: 12 | RB: 4 | Total: 16","RB: 4 | Total: 4","RB: 2 | Total: 2","AWTSHD","STREAM","SCRO","Blue Ridge","Hunts Cr @ rt 675","000002","AMBNT",37.688,-78.34947222,"02","Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO","02080203","Middle James Buffalo","Hunts Creek-Slate River","020802031403","Slate River-Hunts Creek","JM-N",NA
"2-IVA000.05","JM09","RB",3,"2011, 2015",2,"2 : RB",NA,NA,NA,"1 : RB",NA,NA,NA,"RB: 1 | Total: 1","RB: 3 | Total: 3","RB: 1 | Total: 1","RB: 1 | Total: 1","SSTUDY","STREAM","SCRO","Blue Ridge","Ivy Cr- upstr of conf w/ blackwater cr","000002","AMBNT",37.41805556,-79.18611111,"02","Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO","02080203","Middle James Buffalo","Cheese Creek-Ivy Creek","020802030303","Ivy Creek-Cheese Creek","JM-C",NA
"2-IVA000.22","JM09","AW, TM",12,"2017, 2018",2,NA,NA,NA,NA,NA,NA,"6 : AW","5 : AW | 1 : TM","AW: 11 | TM: 1 | Total: 12",NA,"AW: 11 | TM: 1 | Total: 12","AW: 11 | TM: 1 | Total: 12","AWTSHD","STREAM","SCRO","Blue Ridge","Ivy Cr @ Bus. Rt 501","000002","AMBNT",37.41694444,-79.18861111,"02","Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO","02080203","Middle James Buffalo","Cheese Creek-Ivy Creek","020802030303","Ivy Creek-Cheese Creek","JM-C",NA
