"FDT_STA_ID","Huc6_Vahu6","FDT_SPG_CODE","nObservations","yearsSampled","nYearsSampled","n_Samples_2013","n_Samples_2014","n_Samples_2015","n_Samples_2016","n_Samples_2017","n_Samples_2018","n_Samples_2019","n_Samples_2016_2019","n_Samples_IR2020","n_Samples_IR2022","n_Samples_IR2024","STA_DESC","Deq_Region","STA_REC_CODE","FDT_DEPTH","FDT_DEPTH_DESC","FDT_PERCENT_FRB","FDT_SSC_CODE","FDT_COMMENT","Latitude","Longitude","Huc6_Huc_8","Huc6_Huc_8_Name","Huc6_Name","Huc6_Vahu5","Huc6_Huc_12","Huc6_Huc_12_Name","STA_LV1_CODE","LV1_DESCRIPTION","STA_LV2_CODE","LV2_DESCRIPTION","STA_LV3_CODE","LV3_DESCRIPTION","STA_CBP_NAME","FDT_DATE_TIME2","Basin","Subbasin"
"2-FAS002.67","JU10","RB",11,"2013, 2014, 2015, 2016",4,"2 : RB","2 : RB","6 : RB","1 : RB",NA,NA,NA,"RB: 1 | Total: 1","RB: 11 | Total: 11","RB: 7 | Total: 7",NA,"Downstream of Hydro Diversion","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.86878333,-79.94982778,"02080201","Upper James","Falling Spring Creek-Jackson River","JU-E","020802010502","Jackson River-Falling Spring Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2013-05-24 16:00:00,"James","Upper James"
"2-FAS002.75","JU10","RB",11,"2013, 2014, 2015, 2016",4,"2 : RB","2 : RB","6 : RB","1 : RB",NA,NA,NA,"RB: 1 | Total: 1","RB: 11 | Total: 11","RB: 7 | Total: 7",NA,"Upstream of Hydro Diversion","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.86841667,-79.94878333,"02080201","Upper James","Falling Spring Creek-Jackson River","JU-E","020802010502","Jackson River-Falling Spring Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2013-05-24 14:15:00,"James","Upper James"
"2-FSG000.85","JM11","TM",3,"2018, 2019",2,NA,NA,NA,NA,NA,"2 : TM","1 : TM","TM: 3 | Total: 3","TM: 2 | Total: 2","TM: 3 | Total: 3","TM: 3 | Total: 3","Fishing Cr @ Winchester Rd","Blue Ridge","SCRO",0.3,"S",50,"170520",NA,37.39777778,-79.12861111,"02080203","Middle James Buffalo","Opossum Creek-James River","JM-C","020802030305","James River-Opossum Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,2018-02-08 13:10:00,"James","Middle James Buffalo"
"2-FSG003.36","JM11","TM",2,"2018, 2019",2,NA,NA,NA,NA,NA,"1 : TM","1 : TM","TM: 2 | Total: 2","TM: 1 | Total: 1","TM: 2 | Total: 2","TM: 2 | Total: 2","Fishing Ck DS of Carroll-Trailer Pk lot","Blue Ridge","WCRO",0.3,"S",50,"170520",NA,37.3891,-79.1596,"02080203","Middle James Buffalo","Opossum Creek-James River","JM-C","020802030305","James River-Opossum Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","TMDL","Total Maximum Daily Load sited station",NA,2018-09-17 13:20:00,"James","Middle James Buffalo"
"2-HAM000.37","JU52",NA,44,"2014, 2016, 2018",3,NA,"2 : FP | 12 : PA",NA,"2 : FP | 12 : PA | 1 : RB",NA,"11 : AW | 2 : FP | 2 : QA",NA,"FP: 4 | PA: 12 | RB: 1 | AW: 11 | QA: 2 | Total: 30","FP: 6 | PA: 24 | RB: 1 | AW: 11 | QA: 2 | Total: 44","FP: 4 | PA: 12 | RB: 1 | AW: 11 | QA: 2 | Total: 30","AW: 11 | FP: 2 | QA: 2 | Total: 15","Along Rhodes Ln. (Rt. 663)","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.4128,-80.021,"02080201","Upper James","Little Catawba Creek-Catawba Creek","JU-M","020802011301","Catawba Creek-Little Catawba Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VARS11-015",2014-01-13 20:10:00,"James","Upper James"
"2-HAZ006.91","JM08","FP",2,"2019",1,NA,NA,NA,NA,NA,NA,"2 : FP","FP: 2 | Total: 2",NA,"FP: 2 | Total: 2","FP: 2 | Total: 2","Downstream of Hwy 130","Blue Ridge",NA,0.3,"S",50,"000002",NA,37.486653,-79.168817,"02080203","Middle James Buffalo","Harris Creek","JM-C","020802030302","Harris Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2019-03-27 09:30:00,"James","Middle James Buffalo"
"2-HAZ007.16","JM08","RB",2,"2014",1,NA,"2 : RB",NA,NA,NA,NA,NA,NA,"RB: 2 | Total: 2",NA,NA,"RT. 130 BRIDGE ABOCE MADISON HEIGHTS WAT","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.485,-79.16583333,"02080203","Middle James Buffalo","Harris Creek","JM-C","020802030302","Harris Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,2014-05-27 14:30:00,"James","Middle James Buffalo"
"2-HUO005.87","JM01","RB",14,"2013, 2014, 2015, 2016, 2017, 2018, 2019",7,"2 : RB","2 : RB","2 : RB","2 : RB","2 : RB","2 : RB","2 : RB","RB: 8 | Total: 8","RB: 12 | Total: 12","RB: 10 | Total: 10","RB: 6 | Total: 6","Off Rt. 602","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.5392,-79.44821111,"02080203","Middle James Buffalo","Otter Creek-James River","JM-A","020802030101","James River-Otter Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2013-05-22 16:00:00,"James","Middle James Buffalo"
"2-IVA000.05","JM09","RB",4,"2015, 2018, 2019",3,NA,NA,"1 : RB",NA,NA,"1 : RB","2 : RB","RB: 3 | Total: 3","RB: 2 | Total: 2","RB: 4 | Total: 4","RB: 3 | Total: 3","Ivy Cr- upstr of conf w/ blackwater cr","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.41805556,-79.18611111,"02080203","Middle James Buffalo","Cheese Creek-Ivy Creek","JM-C","020802030303","Ivy Creek-Cheese Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,2015-04-27 16:45:00,"James","Middle James Buffalo"
"2-IVA000.22","JM09",NA,13,"2017, 2018",2,NA,NA,NA,NA,"6 : AW","6 : AW | 1 : TM",NA,"AW: 12 | TM: 1 | Total: 13","AW: 12 | TM: 1 | Total: 13","AW: 12 | TM: 1 | Total: 13","AW: 12 | TM: 1 | Total: 13","Ivy Cr @ Bus. Rt 501","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.41694444,-79.18861111,"02080203","Middle James Buffalo","Cheese Creek-Ivy Creek","JM-C","020802030303","Ivy Creek-Cheese Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2017-02-27 21:30:00,"James","Middle James Buffalo"
"2-IVA005.75","JM09","RB",1,"2015",1,NA,NA,"1 : RB",NA,NA,NA,NA,NA,"RB: 1 | Total: 1","RB: 1 | Total: 1",NA,"Ivy Cr @ peaksview-tenbury bridge","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.41666667,-79.22583333,"02080203","Middle James Buffalo","Cheese Creek-Ivy Creek","JM-C","020802030303","Ivy Creek-Cheese Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,2015-04-27 19:15:00,"James","Middle James Buffalo"
"2-IVA012.13","JM09","RB",1,"2015",1,NA,NA,"1 : RB",NA,NA,NA,NA,NA,"RB: 1 | Total: 1","RB: 1 | Total: 1",NA,"Ivy Cr @ rt 662","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.39027778,-79.2825,"02080203","Middle James Buffalo","Cheese Creek-Ivy Creek","JM-C","020802030303","Ivy Creek-Cheese Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2015-04-29 15:45:00,"James","Middle James Buffalo"
"2-JED008.07","JU13",NA,14,"2014",1,NA,"12 : AW | 2 : FP",NA,NA,NA,NA,NA,NA,"AW: 12 | FP: 2 | Total: 14",NA,NA,"Along USFS Rd 69","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.7974,-80.19388889,"02080201","Upper James","Cove Run-Dunlap Creek","JU-C","020802010302","Dunlap Creek-Cove Run","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VARS11-156",2014-01-23 15:05:00,"James","Upper James"
"2-JES000.80","JU57","AW",12,"2014",1,NA,"12 : AW",NA,NA,NA,NA,NA,NA,"AW: 12 | Total: 12",NA,NA,"ROUTE 614 BRIDGE - BOTETOURT COUNTY","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.54861111,-79.62861111,"02080201","Upper James","North Creek-Jennings Creek","JU-O","020802011502","Jennings Creek-North Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2014-01-28 19:45:00,"James","Upper James"
"2-JES002.87","JU57","RB",2,"2013",1,"2 : RB",NA,NA,NA,NA,NA,NA,NA,"RB: 2 | Total: 2",NA,NA,"Along Rt. 614, at USFS fishing access","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.5292,-79.6242,"02080201","Upper James","North Creek-Jennings Creek","JU-O","020802011502","Jennings Creek-North Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2013-05-16 19:20:00,"James","Upper James"
"2-JKS000.38","JU24",NA,45,"2013, 2014, 2015, 2016, 2017, 2018, 2019",7,"6 : TR","6 : TR","6 : TR","6 : TR","1 : SS | 6 : TR","3 : SS | 6 : TR","5 : TR","TR: 23 | SS: 4 | Total: 27","TR: 36 | SS: 4 | Total: 40","TR: 29 | SS: 4 | Total: 33","SS: 4 | TR: 17 | Total: 21","RT. 727 IRON GATE","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.78833333,-79.78111111,"02080201","Upper James","Smith Creek-Jackson River","JU-E","020802010507","Jackson River-Smith Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station","02016500",2013-02-12 14:40:00,"James","Upper James"
"2-JKS006.67","JU24",NA,56,"2013, 2014, 2015, 2016, 2017, 2018, 2019",7,"10 : AW | 1 : QA | 1 : RB","10 : AW | 1 : RB","8 : AW | 1 : QA | 1 : RB","6 : AW | 1 : RB","6 : AW | 1 : RB","2 : AW | 1 : SS","6 : AW","AW: 20 | RB: 2 | SS: 1 | Total: 23","AW: 42 | QA: 2 | RB: 5 | SS: 1 | Total: 50","AW: 28 | QA: 1 | RB: 3 | SS: 1 | Total: 33","AW: 14 | RB: 1 | SS: 1 | Total: 16","LOW WATER BR NEAR DABNEY LANCASTER COMM.","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.81055556,-79.85416667,"02080201","Upper James","Smith Creek-Jackson River","JU-E","020802010507","Jackson River-Smith Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-06-24 17:35:00,"James","Upper James"
"2-JKS013.29","JU21",NA,54,"2013, 2014, 2015, 2016, 2017, 2018, 2019",7,"11 : AW","10 : AW | 1 : RB","9 : AW | 1 : RB","6 : AW | 1 : RB","6 : AW | 1 : RB","2 : AW","6 : AW","AW: 20 | RB: 2 | Total: 22","AW: 44 | RB: 4 | Total: 48","AW: 29 | RB: 3 | Total: 32","AW: 14 | RB: 1 | Total: 15","OFF ROUTE 696, ABOVE LOWMOOR - ALLEGHANY","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.78055555,-79.92777778,"02080201","Upper James","Pounding Mill Creek-Jackson River","JU-E","020802010504","Jackson River-Pounding Mill Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-06-24 17:00:00,"James","Upper James"
"2-JKS015.60","JU21",NA,78,"2018, 2019",2,NA,NA,NA,NA,NA,"6 : TM","67 : TM | 5 : TR","TM: 73 | TR: 5 | Total: 78","TM: 6 | Total: 6","TM: 73 | TR: 5 | Total: 78","TM: 73 | TR: 5 | Total: 78","SE corner of K-Mart Parking Lot","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.77166667,-79.96638889,"02080201","Upper James","Pounding Mill Creek-Jackson River","JU-E","020802010504","Jackson River-Pounding Mill Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2018-01-25 18:00:00,"James","Upper James"
"2-JKS018.68","JU21",NA,174,"2013, 2014, 2015, 2016, 2017, 2018, 2019",7,"11 : AW | 1 : RB | 6 : TR","10 : AW | 1 : RB | 6 : TR","9 : AW | 1 : RB | 6 : TM","6 : AW | 1 : RB | 6 : TM","6 : AW | 1 : RB | 6 : TR","2 : AW | 6 : TR","6 : AW | 78 : TM | 5 : TR","AW: 20 | RB: 2 | TM: 84 | TR: 17 | Total: 123","AW: 44 | RB: 5 | TR: 24 | TM: 12 | Total: 85","AW: 29 | RB: 3 | TM: 90 | TR: 17 | Total: 139","AW: 14 | RB: 1 | TR: 17 | TM: 78 | Total: 110","RT. 18 boat ramp","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.75638889,-79.9875,"02080201","Upper James","Pounding Mill Creek-Jackson River","JU-E","020802010504","Jackson River-Pounding Mill Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-02-12 16:00:00,"James","Upper James"
"2-JKS021.09","JU21","TM",77,"2019",1,NA,NA,NA,NA,NA,NA,"77 : TM","TM: 77 | Total: 77",NA,"TM: 77 | Total: 77","TM: 77 | Total: 77","S.RAYON DRIVE BRIDGE, COVINGTON","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.76111111,-80.00083333,"02080201","Upper James","Pounding Mill Creek-Jackson River","JU-E","020802010504","Jackson River-Pounding Mill Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,2019-01-22 11:00:00,"James","Upper James"
"2-JKS022.15","JU21","TM",75,"2019",1,NA,NA,NA,NA,NA,NA,"75 : TM","TM: 75 | Total: 75",NA,"TM: 75 | Total: 75","TM: 75 | Total: 75","Industrial Park Behind Walmart","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.767372,-79.988733,"02080201","Upper James","Pounding Mill Creek-Jackson River","JU-E","020802010504","Jackson River-Pounding Mill Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2019-01-22 10:40:00,"James","Upper James"
"2-JKS022.78","JU21","TM",76,"2019",1,NA,NA,NA,NA,NA,NA,"76 : TM","TM: 76 | Total: 76",NA,"TM: 76 | Total: 76","TM: 76 | Total: 76","FUDGE'S BRIDGE, RT. 154, COVINGTON","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.77833333,-79.99111111,"02080201","Upper James","Pounding Mill Creek-Jackson River","JU-E","020802010504","Jackson River-Pounding Mill Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2019-01-22 10:30:00,"James","Upper James"
"2-JKS023.61","JU21",NA,126,"2013, 2014, 2015, 2016, 2017, 2018, 2019",7,"11 : AW | 1 : RB | 6 : TR","10 : AW | 1 : RB | 6 : TR","9 : AW | 1 : RB | 6 : TR","6 : AW | 1 : RB | 6 : TR","6 : AW | 1 : FP | 12 : PA | 1 : SS","2 : AW | 3 : SS | 6 : TR","6 : AW | 20 : TM | 5 : TR","AW: 20 | RB: 1 | TR: 17 | FP: 1 | PA: 12 | SS: 4 | TM: 20 | Total: 75","AW: 44 | RB: 4 | TR: 30 | FP: 1 | PA: 12 | SS: 4 | Total: 95","AW: 29 | RB: 2 | TR: 23 | FP: 1 | PA: 12 | SS: 4 | TM: 20 | Total: 91","AW: 14 | FP: 1 | PA: 12 | SS: 4 | TR: 11 | TM: 20 | Total: 62","JACKSON RIVER AT COVINGTON GAGE","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.78861111,-80.00083333,"02080201","Upper James","Pounding Mill Creek-Jackson River","JU-E","020802010504","Jackson River-Pounding Mill Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station","02013100",2013-02-12 15:40:00,"James","Upper James"
"2-JKS026.01","JU11",NA,96,"2013, 2014, 2015, 2016, 2017, 2018, 2019",7,"11 : AW","10 : AW","10 : AW","6 : AW","6 : AW","2 : AW","6 : AW | 41 : TM | 4 : TR","AW: 20 | TM: 41 | TR: 4 | Total: 65","AW: 45 | Total: 45","AW: 30 | TM: 41 | TR: 4 | Total: 75","AW: 14 | TM: 41 | TR: 4 | Total: 59","COVINGTON WATER FILTRATION PLANT","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.81111111,-79.98888889,"02080201","Upper James","Indian Draft-Jackson River","JU-E","020802010503","Jackson River-Indian Draft","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-06-24 14:10:00,"James","Upper James"
"2-JKS028.69","JU11","FP",4,"2013, 2015, 2017, 2019",4,"1 : FP",NA,"1 : FP",NA,"1 : FP",NA,"1 : FP","FP: 2 | Total: 2","FP: 3 | Total: 3","FP: 3 | Total: 3","FP: 2 | Total: 2","North of Intervale","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.82269167,-79.98936667,"02080201","Upper James","Indian Draft-Jackson River","JU-E","020802010503","Jackson River-Indian Draft","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VAEQ99-431",2013-08-20 15:20:00,"James","Upper James"
"2-JKS030.65","JU11",NA,55,"2013, 2014, 2015, 2016, 2017, 2018, 2019",7,"12 : PA | 1 : RB","1 : RB | 6 : TR","1 : RB | 6 : TR","2 : RB | 6 : TR","2 : RB | 6 : TR","1 : RB | 6 : TR","5 : TR","RB: 5 | TR: 23 | Total: 28","PA: 12 | RB: 8 | TR: 30 | Total: 50","RB: 6 | TR: 29 | Total: 35","RB: 3 | TR: 17 | Total: 20","ROUTE 687 BRIDGE, CLEARWATER PARK - ALLE","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.84194445,-79.98916667,"02080201","Upper James","Indian Draft-Jackson River","JU-E","020802010503","Jackson River-Indian Draft","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station","02013000",2013-01-09 16:55:00,"James","Upper James"
"2-JKS033.06","JU11","FP",1,"2016",1,NA,NA,NA,"1 : FP",NA,NA,NA,"FP: 1 | Total: 1","FP: 1 | Total: 1","FP: 1 | Total: 1",NA,"Below confl with Indian Draft","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.85852778,-79.98352222,"02080201","Upper James","Indian Draft-Jackson River","JU-E","020802010503","Jackson River-Indian Draft","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VA-1012",2016-08-29 16:00:00,"James","Upper James"
"2-JKS034.04","JU10","RB",3,"2016, 2017, 2018",3,NA,NA,NA,"1 : RB","1 : RB","1 : RB",NA,"RB: 3 | Total: 3","RB: 3 | Total: 3","RB: 3 | Total: 3","RB: 2 | Total: 2","Jackson R. Upstream of Indian Draft","Blue Ridge","WCRO",0.3,"S",50,"000002","JRPA Jackson River Project Sample Associated with DGIF",37.868528,-79.988689,"02080201","Upper James","Falling Spring Creek-Jackson River","JU-E","020802010502","Jackson River-Falling Spring Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2016-07-27 15:00:00,"James","Upper James"
"2-JKS036.11","JU10",NA,15,"2016, 2017, 2018",3,NA,NA,NA,"12 : PA | 1 : RB","1 : RB","1 : RB",NA,"PA: 12 | RB: 3 | Total: 15","PA: 12 | RB: 3 | Total: 15","PA: 12 | RB: 3 | Total: 15","RB: 2 | Total: 2","JACKSON RIVER AT SMITH BRIDGE PARK","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.87638889,-79.9775,"02080201","Upper James","Falling Spring Creek-Jackson River","JU-E","020802010502","Jackson River-Falling Spring Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2016-01-27 16:45:00,"James","Upper James"
"2-JKS042.29","JU10","RB",3,"2016, 2017, 2018",3,NA,NA,NA,"1 : RB","1 : RB","1 : RB",NA,"RB: 3 | Total: 3","RB: 3 | Total: 3","RB: 3 | Total: 3","RB: 2 | Total: 2","Jackson River at Sycamore Bend","Blue Ridge","WCRO",0.3,"S",50,"000002","pH sensor failed",37.937778,-79.955611,"02080201","Upper James","Falling Spring Creek-Jackson River","JU-E","020802010502","Jackson River-Falling Spring Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2016-08-05 15:00:00,"James","Upper James"
"2-JKS044.14","JU10","SS",4,"2017, 2018",2,NA,NA,NA,NA,"1 : SS","3 : SS",NA,"SS: 4 | Total: 4","SS: 4 | Total: 4","SS: 4 | Total: 4","SS: 4 | Total: 4","Along USACE access road below Gathright","Blue Ridge","WCRO",0.3,"S",50,"170520",NA,37.94878055,-79.95036111,"02080201","Upper James","Falling Spring Creek-Jackson River","JU-E","020802010502","Jackson River-Falling Spring Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VAEQ99-286",2017-07-19 16:00:00,"James","Upper James"
"2-JKS044.60","JU08","RL",880,"2013, 2014, 2017, 2018",4,"239 : RL","231 : RL",NA,NA,"205 : RL","205 : RL",NA,"RL: 410 | Total: 410","RL: 880 | Total: 880","RL: 410 | Total: 410","RL: 410 | Total: 410","MOOMAW Dam","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.95138889,-79.95833333,"02080201","Upper James","Lake Moomaw-Jackson River","JU-B","020802010205","Jackson River/Lake Moomaw","RESERV","Station sample at reservoir, man-made body of water","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-04-09 16:15:00,"James","Upper James"
"2-JKS046.40","JU08","RL",762,"2013, 2014, 2017, 2018",4,"197 : RL","186 : RL",NA,NA,"186 : RL","193 : RL",NA,"RL: 379 | Total: 379","RL: 762 | Total: 762","RL: 379 | Total: 379","RL: 379 | Total: 379","MOOMAW #2ATOP CONF W/BIG LICK CREEK #2B-","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.95138889,-79.97638889,"02080201","Upper James","Lake Moomaw-Jackson River","JU-B","020802010205","Jackson River/Lake Moomaw","RESERV","Station sample at reservoir, man-made body of water","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-04-09 17:00:00,"James","Upper James"
"2-JKS048.90","JU08",NA,628,"2013, 2014, 2017, 2018",4,"152 : RL","148 : RL",NA,NA,"160 : RL","7 : AW | 161 : RL",NA,"RL: 321 | AW: 7 | Total: 328","RL: 621 | AW: 7 | Total: 628","RL: 321 | AW: 7 | Total: 328","RL: 321 | AW: 7 | Total: 328","MOOMAW Bolar Mtn Campground","Valley","WCRO",0.3,"S",50,"000002",NA,37.97638889,-79.97,"02080201","Upper James","Lake Moomaw-Jackson River","JU-B","020802010205","Jackson River/Lake Moomaw","RESERV","Station sample at reservoir, man-made body of water","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-04-09 17:20:00,"James","Upper James"
